"hs_symbol","gene_id","SYMBOL","CpG","rank"
"FIGN","AMEX60DD029644","Fign","cg08249407",1723
"FIGN","AMEX60DD055759","Fign.1","cg08249407",1723
"FTO","AMEX60DD017737","Fto.1","cg00995852",1724
"FTO","AMEX60DD017735","Fto","cg00995852",1724
"PTBP2","AMEX60DD018769","Ptbp2","cg25769958",1726
"ZFHX3","AMEX60DD016992","Zfhx3","cg21391782",1727
"PAXBP1","AMEX60DD047311","Paxbp1","cg23564585",1729
"ACACA","AMEX60DD054117","Acaca.1","cg02032554",1730
"ACACA","AMEX60DD054118","Acaca.2","cg02032554",1730
"ACACA","AMEX60DD054114","Acaca","cg02032554",1730
"FGFR1","AMEX60DD002586","Fgfr1","cg12936791",1731
"ZNF407","AMEX60DD039213","Znf407","cg02806036",1732
"ADGRL2","AMEX60DD018914","Adgrl2","cg13779125",1733
"PKNOX2","AMEX60DD054026","Pknox2","cg17189003",1735
"SFRP1","AMEX60DD002950","Sfrp1","cg26212988",1736
"KLHL14","AMEX60DD039632","Klhl14","cg11707875",1737
"USP49","AMEX60DD009161","Usp49","cg20561901",1738
"ZBTB12","AMEX60DD010531","Zbtb12.1","cg07249939",1740
"ZBTB12","AMEX60DD010528","Zbtb12","cg07249939",1740
"MAPKAPK5","AMEX60DD000691","Mapkapk5","cg20280919",1741
"PBX1","AMEX60DD031588","Pbx1.1","cg08609368",1742
"PBX1","AMEX60DD018398","Pbx1","cg08609368",1742
"PBX1","AMEX60DD050515","Pbx1.3","cg08609368",1742
"PBX1","AMEX60DD050512","Pbx1.2","cg08609368",1742
"WAPL","AMEX60DD051954","Wapl","cg26326531",1743
"ZNF521","AMEX60DD039549","Znf521","cg14244296",1744
"MICALL2","AMEX60DD021238","Micall2","cg15701281",1745
"GRIA2","AMEX60DD045153","Gria2.1","cg00393155",1746
"GRIA2","AMEX60DD045146","Gria2","cg00393155",1746
"VTI1A","AMEX60DD053147","Vti1a.1","cg25365217",1747
"VTI1A","AMEX60DD053146","Vti1a","cg25365217",1747
"ARIH1","AMEX60DD003876","Arih1","cg08489213",1748
"HOXC4","AMEX60DD029500","Hoxc4.1","cg26927031",1749
"HOXC4","AMEX60DD029499","Hoxc4","cg26927031",1749
"MRM1","AMEX60DD054128","Mrm1","cg07399752",1750
"FGF8","AMEX60DD052891","Fgf8","cg10708287",1751
"GPATCH2","AMEX60DD036112","Gpatch2","cg17660794",1752
"GPATCH2","AMEX60DD036113","Gpatch2.1","cg17660794",1752
"TCF12","AMEX60DD003650","Tcf12","cg17076630",1753
"MEX3C","AMEX60DD041764","Mex3c","cg15061730",1755
"PPFIA2","AMEX60DD007654","Ppfia2.1","cg21329093",1756
"PPFIA2","AMEX60DD007650","Ppfia2","cg21329093",1756
"INSIG2","AMEX60DD056021","Insig2","cg06538073",1757
"TRPM7","AMEX60DD003609","Trpm7.2","cg23015208",1758
"TRPM7","AMEX60DD003606","Trpm7","cg23015208",1758
"TRPM7","AMEX60DD003607","Trpm7.1","cg23015208",1758
"TRPM7","AMEX60DD003610","Trpm7.3","cg23015208",1758
"RUNX2","AMEX60DD032921","Runx2","cg00875779",1759
"RUNX2","AMEX60DD032922","Runx2.1","cg00875779",1759
"FAM110B","AMEX60DD027147","Fam110b","cg22692462",1761
"FAM110B","AMEX60DD039759","Fam110b.1","cg22692462",1761
"SCN8A","AMEX60DD029649","Scn8a","cg21974358",1763
"PBX3","AMEX60DD050513","Pbx3.1","cg13671198",1765
"PBX3","AMEX60DD050511","Pbx3","cg13671198",1765
"HECW2","AMEX60DD055252","Hecw2","cg15675612",1766
"HECW2","AMEX60DD055253","Hecw2.1","cg15675612",1766
"ATG4C","AMEX60DD019389","Atg4c","cg18133238",1767
"IQSEC3","AMEX60DD006888","Iqsec3","cg02583104",1768
"SRSF11","AMEX60DD019282","Srsf11","cg25950972",1769
"FGF14","AMEX60DD048160","Fgf14.1","cg11999944",1770
"FGF14","AMEX60DD048159","Fgf14","cg11999944",1770
"FGF14","AMEX60DD048162","Fgf14.2","cg11999944",1770
"ZFHX4","AMEX60DD039942","Zfhx4","cg15180682",1772
"ZNF827","AMEX60DD044992","Znf827","cg26610667",1773
"EPHA8","AMEX60DD052078","Epha8","cg19697359",1775
"KMT2C","AMEX60DD021570","Kmt2c.1","cg12749148",1776
"KMT2C","AMEX60DD021569","Kmt2c","cg12749148",1776
"XRN2","AMEX60DD035476","Xrn2","cg23288914",1777
"DSCAM","AMEX60DD047156","Dscam","cg14398345",1778
"DSCAM","AMEX60DD047157","Dscam.1","cg14398345",1778
"DCDC1","AMEX60DD004913","Dcdc1","cg13510732",1779
"PBX2","AMEX60DD010482","Pbx2","cg08838510",1780
"ZNF407","AMEX60DD039213","Znf407","cg22964079",1781
"NOL4L","AMEX60DD027213","Nol4l","cg03927473",1783
"PPM1B","AMEX60DD035954","Ppm1b","cg20319604",1784
"SMG6","AMEX60DD054899","Smg6","cg15167046",1785
"SMG6","AMEX60DD054901","Smg6.1","cg15167046",1785
"SMG6","AMEX60DD054903","Smg6.2","cg15167046",1785
"TENM2","AMEX60DD030344","Tenm2","cg02102278",1786
"ETV1","AMEX60DD022427","Etv1","cg14072720",1788
"SOX5","AMEX60DD006750","Sox5","cg07582800",1789
"MRM1","AMEX60DD054128","Mrm1","cg06260064",1790
"NKX2-2","AMEX60DD035473","Nkx2-2","cg21988123",1791
"PURA","AMEX60DD029051","Pura","cg26589497",1793
"ZEB2","AMEX60DD029760","Zeb2","cg06063479",1794
"ZEB2","AMEX60DD055909","Zeb2.1","cg06063479",1794
"CXXC4","AMEX60DD044661","Cxxc4","cg19847683",1795
"DLX1","AMEX60DD055670","Dlx1","cg02090160",1796
"NR2F2","AMEX60DD003483","Nr2f2","cg10040836",1799
"ATR","AMEX60DD002042","Atr.1","cg26163178",1800
"ATR","AMEX60DD002041","Atr","cg26163178",1800
"LHFPL4","AMEX60DD023220","Lhfpl4","cg00860838",1801
"PRPF39","AMEX60DD011985","Prpf39","cg06681001",1802
"PRPF39","AMEX60DD025170","Prpf39.1","cg06681001",1802
"FZD2","AMEX60DD009877","Fzd2","cg00740694",1803
"FZD2","AMEX60DD009878","Fzd2.1","cg00740694",1803
"KLF7","AMEX60DD055067","Klf7","cg27071008",1805
"ACSF3","AMEX60DD017097","Acsf3.1","cg02820423",1806
"ACSF3","AMEX60DD017093","Acsf3","cg02820423",1806
"DLG2","AMEX60DD049665","Dlg2.2","cg07987507",1807
"DLG2","AMEX60DD049664","Dlg2.1","cg07987507",1807
"DLG2","AMEX60DD049667","Dlg2.3","cg07987507",1807
"DLG2","AMEX60DD049663","Dlg2","cg07987507",1807
"ZBTB44","AMEX60DD015291","Zbtb44","cg03046590",1808
"ZBTB44","AMEX60DD053562","Zbtb44.2","cg03046590",1808
"ZBTB44","AMEX60DD053566","Zbtb44.3","cg03046590",1808
"ZBTB44","AMEX60DD015299","Zbtb44.1","cg03046590",1808
"ITPR3","AMEX60DD008732","Itpr3","cg05928102",1809
"ITPR3","AMEX60DD008732","Itpr3","cg27038395",1811
"SRSF12","AMEX60DD033969","Srsf12","cg23250289",1812
"GPD2","AMEX60DD055827","Gpd2","cg11534866",1813
"TJP1","AMEX60DD003625","Tjp1","cg11272698",1814
"TJP1","AMEX60DD003626","Tjp1.1","cg11272698",1814
"ZEB2","AMEX60DD029760","Zeb2","cg00044472",1816
"ZEB2","AMEX60DD055909","Zeb2.1","cg00044472",1816
"GRIA4","AMEX60DD049465","Gria4","cg24901288",1817
"GRIA4","AMEX60DD049466","Gria4.1","cg24901288",1817
"FOXP2","AMEX60DD006292","Foxp2","cg13522984",1818
"CNOT1","AMEX60DD015516","Cnot1.1","cg07392883",1821
"CNOT1","AMEX60DD015513","Cnot1","cg07392883",1821
"MGST1","AMEX60DD006663","Mgst1","cg04196288",1822
"PKP4","AMEX60DD055808","Pkp4","cg16437032",1824
"PRUNE2","AMEX60DD043318","Prune2.1","cg16985572",1825
"PRUNE2","AMEX60DD043316","Prune2","cg16985572",1825
"PPP2R2B","AMEX60DD028780","Ppp2r2b","cg23357093",1826
"TTC39C","AMEX60DD039517","Ttc39c","cg10865095",1827
"URI1","AMEX60DD016694","Uri1.1","cg16138021",1828
"URI1","AMEX60DD016693","Uri1","cg16138021",1828
"CFAP61","AMEX60DD035490","Cfap61","cg01741653",1829
"TFAP2A","AMEX60DD038319","Tfap2a","cg02380426",1830
"HAT1","AMEX60DD055667","Hat1","cg18798831",1831
"RNF220","AMEX60DD032083","Rnf220.1","cg25579241",1836
"RNF220","AMEX60DD019858","Rnf220","cg25579241",1836
"ZNF407","AMEX60DD039213","Znf407","cg23492829",1837
"ZNF407","AMEX60DD039213","Znf407","cg01337054",1838
"HPCAL1","AMEX60DD006110","Hpcal1","cg06487902",1839
"MGST1","AMEX60DD006663","Mgst1","cg24064661",1840
"BTRC","AMEX60DD052902","Btrc","cg01327047",1841
"BTRC","AMEX60DD052906","Btrc.1","cg01327047",1841
"CCDC178","AMEX60DD039638","Ccdc178.1","cg03663497",1842
"CCDC178","AMEX60DD039634","Ccdc178","cg03663497",1842
"INPP4A","AMEX60DD047802","Inpp4a","cg08888591",1843
"HERC1","AMEX60DD004077","Herc1","cg04098618",1845
"HERC1","AMEX60DD041438","Herc1.1","cg04098618",1845
"DNAH1","AMEX60DD024070","Dnah1.2","cg16980159",1846
"DNAH1","AMEX60DD024067","Dnah1","cg16980159",1846
"DNAH1","AMEX60DD024069","Dnah1.1","cg16980159",1846
"DNAH1","AMEX60DD024072","Dnah1.3","cg16980159",1846
"DNAH1","AMEX60DD024073","Dnah1.4","cg16980159",1846
"PHYHIPL","AMEX60DD052486","Phyhipl.1","cg08746145",1847
"PHYHIPL","AMEX60DD017977","Phyhipl","cg08746145",1847
"FBXO33","AMEX60DD011574","Fbxo33","cg03249015",1848
"SALL1","AMEX60DD017690","Sall1","cg19710076",1851
"AEBP2","AMEX60DD006692","Aebp2","cg12162688",1852
"LRMDA","AMEX60DD052208","Lrmda.2","cg02145833",1853
"LRMDA","AMEX60DD052207","Lrmda.1","cg02145833",1853
"LRMDA","AMEX60DD052205","Lrmda","cg02145833",1853
"MAML3","AMEX60DD044551","Maml3.1","cg01182628",1854
"MAML3","AMEX60DD044550","Maml3","cg01182628",1854
"TWIST1","AMEX60DD022296","Twist1","cg20477718",1855
"CELF2","AMEX60DD008170","Celf2","cg11172629",1856
"ESRRG","AMEX60DD025330","Esrrg","cg20640572",1858
"ESRRG","AMEX60DD036107","Esrrg.1","cg20640572",1858
"NUP214","AMEX60DD050393","Nup214","cg11563967",1859
"NRXN3","AMEX60DD011291","Nrxn3","cg23575948",1861
"TBCA","AMEX60DD042319","Tbca","cg23268451",1864
"SS18","AMEX60DD039559","Ss18","cg08107449",1865
"NUP214","AMEX60DD050393","Nup214","cg08148707",1866
"LMO4","AMEX60DD019060","Lmo4","cg22409694",1867
"LMO4","AMEX60DD051000","Lmo4.1","cg22409694",1867
"IKZF1","AMEX60DD038240","Ikzf1","cg19695329",1868
"SOX6","AMEX60DD004724","Sox6","cg24375257",1873
"DCDC1","AMEX60DD004913","Dcdc1","cg26030946",1874
"DRGX","AMEX60DD052422","Drgx","cg09400505",1875
"PDCD6IP","AMEX60DD037944","Pdcd6ip","cg10566267",1877
"GMDS","AMEX60DD038392","Gmds.2","cg15584686",1878
"GMDS","AMEX60DD017289","Gmds","cg15584686",1878
"GMDS","AMEX60DD038390","Gmds.1","cg15584686",1878
"GPAT4","AMEX60DD002859","Gpat4","cg23108693",1879
"MEIS2","AMEX60DD012146","Meis2","cg07269838",1880
"RPS6KB2","AMEX60DD007316","Rps6kb2","cg08171318",1881
"MDFIC2","AMEX60DD023935","Mdfic2","cg02533142",1882
"SHOX2","AMEX60DD001828","Shox2","cg24378708",1884
"C1QL3","AMEX60DD022116","C1ql3","cg21476366",1885
"YTHDF2","AMEX60DD039808","Ythdf2.1","cg22404762",1886
"YTHDF2","AMEX60DD005533","Ythdf2","cg22404762",1886
"ZEB2","AMEX60DD029760","Zeb2","cg13096896",1887
"ZEB2","AMEX60DD055909","Zeb2.1","cg13096896",1887
"PBX1","AMEX60DD031588","Pbx1.1","cg10753260",1889
"PBX1","AMEX60DD018398","Pbx1","cg10753260",1889
"PBX1","AMEX60DD050515","Pbx1.3","cg10753260",1889
"PBX1","AMEX60DD050512","Pbx1.2","cg10753260",1889
"NFIX","AMEX60DD031984","Nfix.1","cg26767614",1890
"NFIX","AMEX60DD031983","Nfix","cg26767614",1890
"IRX6","AMEX60DD017761","Irx6","cg18299525",1891
"PAX2","AMEX60DD051628","Pax2","cg15997398",1893
"LRBA","AMEX60DD045036","Lrba","cg02941848",1895
"DCLK1","AMEX60DD049210","Dclk1","cg01669013",1896
"RANBP17","AMEX60DD030418","Ranbp17.1","cg23717232",1897
"RANBP17","AMEX60DD030416","Ranbp17","cg23717232",1897
"RANBP17","AMEX60DD030420","Ranbp17.2","cg23717232",1897
"SCN8A","AMEX60DD029649","Scn8a","cg05439340",1898
"DACH1","AMEX60DD048850","Dach1","cg09254458",1899
"CNNM2","AMEX60DD052995","Cnnm2.1","cg27533327",1900
"CNNM2","AMEX60DD052997","Cnnm2.3","cg27533327",1900
"CNNM2","AMEX60DD052996","Cnnm2.2","cg27533327",1900
"CNNM2","AMEX60DD052990","Cnnm2","cg27533327",1900
"ONECUT1","AMEX60DD014732","Onecut1","cg14398903",1902
"INTS6","AMEX60DD049114","Ints6","cg20658837",1903
"ARID1A","AMEX60DD005639","Arid1a","cg27384394",1904
"SOBP","AMEX60DD034069","Sobp","cg01158430",1905
"ADGRL3","AMEX60DD043519","Adgrl3","cg26987152",1906
"PURA","AMEX60DD029051","Pura","cg02205352",1907
"MGST1","AMEX60DD006663","Mgst1","cg24263294",1908
"NHSL1","AMEX60DD035514","Nhsl1","cg21461169",1909
"FZD3","AMEX60DD032782","Fzd3","cg08974440",1911
"EIF4G2","AMEX60DD045603","Eif4g2.1","cg17776527",1913
"EIF4G2","AMEX60DD004812","Eif4g2","cg17776527",1913
"SRSF7","AMEX60DD017800","Srsf7.2","cg11814784",1914
"SRSF7","AMEX60DD035054","Srsf7.4","cg11814784",1914
"SRSF7","AMEX60DD044820","Srsf7.5","cg11814784",1914
"SRSF7","AMEX60DD002680","Srsf7.1","cg11814784",1914
"SRSF7","AMEX60DD035051","Srsf7.3","cg11814784",1914
"SRSF7","AMEX60DD002679","Srsf7","cg11814784",1914
"RNF20","AMEX60DD007335","Rnf20","cg23628607",1915
"ZEB2","AMEX60DD029760","Zeb2","cg27406900",1916
"ZEB2","AMEX60DD055909","Zeb2.1","cg27406900",1916
"CAMK2G","AMEX60DD051834","Camk2g","cg14086518",1917
"TRIM33","AMEX60DD008850","Trim33","cg13165254",1918
"TBC1D19","AMEX60DD045736","Tbc1d19.1","cg19301717",1919
"TBC1D19","AMEX60DD045735","Tbc1d19","cg19301717",1919
"TLE1","AMEX60DD043286","Tle1.2","cg26156864",1920
"TLE1","AMEX60DD043278","Tle1.1","cg26156864",1920
"TLE1","AMEX60DD013779","Tle1","cg26156864",1920
"LRPPRC","AMEX60DD035957","Lrpprc","cg23384863",1923
"HNRNPD","AMEX60DD043555","Hnrnpd","cg26334230",1925
"SOX5","AMEX60DD006750","Sox5","cg16603464",1926
"FOXP1","AMEX60DD023939","Foxp1","cg14783875",1927
"RIOK1","AMEX60DD038313","Riok1","cg10471548",1928
"LRPPRC","AMEX60DD035957","Lrpprc","cg21900509",1929
"MPPED2","AMEX60DD004918","Mpped2","cg00811894",1930
"ADGRB3","AMEX60DD033553","Adgrb3.1","cg26480565",1932
"ADGRB3","AMEX60DD033552","Adgrb3","cg26480565",1932
"EN1","AMEX60DD056025","En1","cg15712135",1933
"PKHD1","AMEX60DD032853","Pkhd1.2","cg19719713",1934
"PKHD1","AMEX60DD032854","Pkhd1.3","cg19719713",1934
"PKHD1","AMEX60DD032851","Pkhd1","cg19719713",1934
"PKHD1","AMEX60DD032859","Pkhd1.4","cg19719713",1934
"PKHD1","AMEX60DD032860","Pkhd1.5","cg19719713",1934
"PKHD1","AMEX60DD032852","Pkhd1.1","cg19719713",1934
"PKHD1","AMEX60DD032873","Pkhd1.6","cg19719713",1934
"MAFB","AMEX60DD009484","Mafb","cg07536573",1935
"MAFB","AMEX60DD028613","Mafb.1","cg07536573",1935
"EDNRA","AMEX60DD045012","Ednra","cg02065365",1936
"TLX3","AMEX60DD030421","Tlx3","cg11700079",1938
"ZNF462","AMEX60DD044428","Znf462","cg01398352",1939
"YTHDC1","AMEX60DD043986","Ythdc1","cg26678260",1940
"MPPED2","AMEX60DD004918","Mpped2","cg04355384",1941
"MAP4K4","AMEX60DD037294","Map4k4","cg09374907",1942
"MAP4K4","AMEX60DD047861","Map4k4.2","cg09374907",1942
"MAP4K4","AMEX60DD047860","Map4k4.1","cg09374907",1942
"MAP4K4","AMEX60DD047862","Map4k4.3","cg09374907",1942
"PCDH1","AMEX60DD030199","Pcdh1","cg17363541",1943
"MBNL1","AMEX60DD001895","Mbnl1","cg01097137",1944
"ARID1B","AMEX60DD034958","Arid1b","cg23890805",1945
"OLA1","AMEX60DD055699","Ola1.1","cg21907062",1947
"OLA1","AMEX60DD055698","Ola1","cg21907062",1947
"CHIC2","AMEX60DD045545","Chic2","cg17254774",1949
"LUC7L3","AMEX60DD053889","Luc7l3.3","cg25529610",1952
"LUC7L3","AMEX60DD030989","Luc7l3.2","cg25529610",1952
"LUC7L3","AMEX60DD016041","Luc7l3","cg25529610",1952
"LUC7L3","AMEX60DD016042","Luc7l3.1","cg25529610",1952
"FAM172A","AMEX60DD042583","Fam172a.2","cg03649609",1953
"FAM172A","AMEX60DD042581","Fam172a","cg03649609",1953
"FAM172A","AMEX60DD042582","Fam172a.1","cg03649609",1953
"WNT11","AMEX60DD036922","Wnt11","cg03899760",1954
"WNT11","AMEX60DD049747","Wnt11.1","cg03899760",1954
"OGT","AMEX60DD036783","Ogt","cg08310277",1956
"SOX6","AMEX60DD004724","Sox6","cg27121936",1957
"ETV6","AMEX60DD006976","Etv6","cg04226713",1958
"EVX2","AMEX60DD010172","Evx2","cg20996079",1960
"EVX2","AMEX60DD055613","Evx2.1","cg20996079",1960
"PRKAA2","AMEX60DD019496","Prkaa2","cg23738088",1961
"PRKAA2","AMEX60DD019498","Prkaa2.1","cg23738088",1961
"KIAA1328","AMEX60DD041617","Kiaa1328.1","cg06501452",1962
"KIAA1328","AMEX60DD041613","Kiaa1328","cg06501452",1962
"TSHZ2","AMEX60DD027389","Tshz2","cg09473797",1963
"MAX","AMEX60DD012060","Max","cg00675053",1965
"QKI","AMEX60DD034890","Qki","cg22584556",1966
"EBF3","AMEX60DD046404","Ebf3","cg00147440",1968
"EBF3","AMEX60DD052723","Ebf3.1","cg00147440",1968
"ACACA","AMEX60DD054117","Acaca.1","cg18136650",1969
"ACACA","AMEX60DD054118","Acaca.2","cg18136650",1969
"ACACA","AMEX60DD054114","Acaca","cg18136650",1969
"TNRC6A","AMEX60DD020902","Tnrc6a","cg06779064",1971
"ADIPOR2","AMEX60DD021138","Adipor2.1","cg12813238",1972
"ADIPOR2","AMEX60DD021139","Adipor2.2","cg12813238",1972
"ADIPOR2","AMEX60DD023156","Adipor2.3","cg12813238",1972
"ADIPOR2","AMEX60DD006914","Adipor2","cg12813238",1972
"CCDC178","AMEX60DD039638","Ccdc178.1","cg11918226",1973
"CCDC178","AMEX60DD039634","Ccdc178","cg11918226",1973
"ZNF385D","AMEX60DD010063","Znf385d","cg06004041",1974
"ZNF385D","AMEX60DD022752","Znf385d.1","cg06004041",1974
"SMAD2","AMEX60DD041720","Smad2","cg17439607",1975
"CADPS","AMEX60DD023807","Cadps.2","cg07775532",1976
"CADPS","AMEX60DD007419","Cadps","cg07775532",1976
"CADPS","AMEX60DD023805","Cadps.1","cg07775532",1976
"LHFPL4","AMEX60DD023220","Lhfpl4","cg11084334",1977
"SKAP1","AMEX60DD010192","Skap1","cg06708132",1981
"CNOT2","AMEX60DD006520","Cnot2","cg24304767",1982
"USP34","AMEX60DD035368","Usp34.1","cg07010334",1984
"USP34","AMEX60DD035367","Usp34","cg07010334",1984
"ZNF407","AMEX60DD039213","Znf407","cg07837584",1985
"IRS1","AMEX60DD012853","Irs1.2","cg14045854",1987
"IRS1","AMEX60DD037140","Irs1.3","cg14045854",1987
"IRS1","AMEX60DD002159","Irs1.1","cg14045854",1987
"IRS1","AMEX60DD002158","Irs1","cg14045854",1987
"FOXA2","AMEX60DD035450","Foxa2.2","cg18944151",1988
"FOXA2","AMEX60DD025124","Foxa2.1","cg18944151",1988
"FOXA2","AMEX60DD024834","Foxa2","cg18944151",1988
"AUTS2","AMEX60DD027966","Auts2","cg03334582",1989
"AUTS2","AMEX60DD054212","Auts2.1","cg03334582",1989
"AUTS2","AMEX60DD054215","Auts2.3","cg03334582",1989
"AUTS2","AMEX60DD054214","Auts2.2","cg03334582",1989
"PBX3","AMEX60DD050513","Pbx3.1","cg24217623",1991
"PBX3","AMEX60DD050511","Pbx3","cg24217623",1991
"HELZ","AMEX60DD031136","Helz","cg06561225",1992
"TRPS1","AMEX60DD040351","Trps1","cg05017276",1993
"LRBA","AMEX60DD045036","Lrba","cg23787052",1996
"LRBA","AMEX60DD045036","Lrba","cg02553697",1997
"CELF2","AMEX60DD008170","Celf2","cg07355869",1998
"ADCY5","AMEX60DD056091","Adcy5","cg08598988",1999
"ADCY5","AMEX60DD056092","Adcy5.1","cg08598988",1999
"SRSF12","AMEX60DD033969","Srsf12","cg24702760",2001
"LCORL","AMEX60DD045801","Lcorl.1","cg07259781",2002
"LCORL","AMEX60DD045800","Lcorl","cg07259781",2002
"SIDT2","AMEX60DD053935","Sidt2","cg07583211",2003
"PBX3","AMEX60DD050513","Pbx3.1","cg13982956",2004
"PBX3","AMEX60DD050511","Pbx3","cg13982956",2004
"FYN","AMEX60DD035029","Fyn.1","cg12456898",2005
"FYN","AMEX60DD005593","Fyn","cg12456898",2005
"MDFIC2","AMEX60DD023935","Mdfic2","cg26145001",2006
"NRXN1","AMEX60DD035865","Nrxn1","cg10569638",2007
"NRXN1","AMEX60DD035873","Nrxn1.2","cg10569638",2007
"NRXN1","AMEX60DD035868","Nrxn1.1","cg10569638",2007
"SMURF2","AMEX60DD031106","Smurf2","cg00439253",2008
"DCLK1","AMEX60DD049210","Dclk1","cg09605634",2009
"SOCS3","AMEX60DD017278","Socs3","cg13343932",2010
"SOCS3","AMEX60DD031441","Socs3.1","cg13343932",2010
"DMRT3","AMEX60DD043121","Dmrt3","cg27419851",2012
"ARRDC3","AMEX60DD042571","Arrdc3","cg01611369",2013
"ATAD2B","AMEX60DD004950","Atad2b","cg13396001",2014
"ATAD2B","AMEX60DD033043","Atad2b.1","cg13396001",2014
"LMO4","AMEX60DD019060","Lmo4","cg06491768",2017
"LMO4","AMEX60DD051000","Lmo4.1","cg06491768",2017
"ARX","AMEX60DD048405","Arx","cg03706830",2018
"ARX","AMEX60DD048406","Arx.1","cg03706830",2018
"POU3F1","AMEX60DD005829","Pou3f1","cg13193455",2019
"ANK3","AMEX60DD052479","Ank3","cg00020468",2020
"ANK3","AMEX60DD052480","Ank3.1","cg00020468",2020
"DMD","AMEX60DD048448","Dmd","cg02606236",2021
"DMD","AMEX60DD048456","Dmd.3","cg02606236",2021
"DMD","AMEX60DD048452","Dmd.1","cg02606236",2021
"DMD","AMEX60DD048454","Dmd.2","cg02606236",2021
"DOCK7","AMEX60DD032007","Dock7.2","cg18901929",2022
"DOCK7","AMEX60DD019395","Dock7","cg18901929",2022
"DOCK7","AMEX60DD032008","Dock7.3","cg18901929",2022
"DOCK7","AMEX60DD032006","Dock7.1","cg18901929",2022
"TFAP2B","AMEX60DD032871","Tfap2b","cg13908214",2023
"POU4F3","AMEX60DD028787","Pou4f3","cg01819137",2024
"LSAMP","AMEX60DD047003","Lsamp","cg18344896",2025
"USP14","AMEX60DD039468","Usp14","cg12566054",2027
"SMARCC2","AMEX60DD029913","Smarcc2","cg17069848",2029
"SMARCC2","AMEX60DD029915","Smarcc2.1","cg17069848",2029
"EBF3","AMEX60DD046404","Ebf3","cg23051551",2030
"EBF3","AMEX60DD052723","Ebf3.1","cg23051551",2030
"ZPBP","AMEX60DD038245","Zpbp","cg19296935",2032
"GPM6B","AMEX60DD048500","Gpm6b","cg19933464",2033
"USH2A","AMEX60DD036103","Ush2a","cg02808768",2036
"FIGN","AMEX60DD029644","Fign","cg00010977",2037
"FIGN","AMEX60DD055759","Fign.1","cg00010977",2037
"MAP2K5","AMEX60DD003408","Map2k5","cg12069228",2038
"ST18","AMEX60DD039692","St18","cg22164364",2040
"SST","AMEX60DD003175","Sst","cg23610653",2041
"CLK3","AMEX60DD004131","Clk3","cg01857866",2042
"MARCHF3","AMEX60DD042908","Marchf3.1","cg17943107",2043
"MARCHF3","AMEX60DD042907","Marchf3","cg17943107",2043
"ATG4C","AMEX60DD019389","Atg4c","cg16927890",2044
"FLOT2","AMEX60DD054834","Flot2","cg20391023",2045
"FLOT2","AMEX60DD054835","Flot2.1","cg20391023",2045
"CYFIP2","AMEX60DD030043","Cyfip2","cg04561722",2046
"HOXA7","HoxA7","Hoxa7","cg22032867",2047
"CASZ1","AMEX60DD051153","Casz1","cg21357117",2051
"CASZ1","AMEX60DD053420","Casz1.1","cg21357117",2051
"NRXN3","AMEX60DD011291","Nrxn3","cg25307053",2053
"PAX5","AMEX60DD043936","Pax5","cg00351264",2054
"MRM1","AMEX60DD054128","Mrm1","cg11879501",2056
"EBF3","AMEX60DD046404","Ebf3","cg01730937",2057
"EBF3","AMEX60DD052723","Ebf3.1","cg01730937",2057
"ZFHX4","AMEX60DD039942","Zfhx4","cg27349607",2058
"TSHZ2","AMEX60DD027389","Tshz2","cg14830513",2060
"SALL3","AMEX60DD039092","Sall3","cg07267732",2061
"MYO9A","AMEX60DD003858","Myo9a","cg14630728",2062
"HIPK1","AMEX60DD008856","Hipk1","cg23395530",2063
"HIF1AN","AMEX60DD051631","Hif1an","cg22044223",2064
"PURA","AMEX60DD029051","Pura","cg21139873",2065
"PAX6","AMEX60DD004905","Pax6","cg05303018",2066
"PAX6","AMEX60DD007993","Pax6.1","cg05303018",2066
"USP5","AMEX60DD026809","Usp5","cg17012009",2068
"FAR1","AMEX60DD004845","Far1","cg17693227",2070
"FAR1","AMEX60DD006840","Far1.1","cg17693227",2070
"TCF7L2","AMEX60DD053152","Tcf7l2","cg00114602",2071
"FAM110B","AMEX60DD027147","Fam110b","cg11763177",2073
"FAM110B","AMEX60DD039759","Fam110b.1","cg11763177",2073
"EXOC6B","AMEX60DD046280","Exoc6b.2","cg16748382",2074
"EXOC6B","AMEX60DD046279","Exoc6b.1","cg16748382",2074
"EXOC6B","AMEX60DD046314","Exoc6b.3","cg16748382",2074
"EXOC6B","AMEX60DD046278","Exoc6b","cg16748382",2074
"SOX5","AMEX60DD006750","Sox5","cg11661600",2075
"POLR3B","AMEX60DD006534","Polr3b","cg22951451",2076
"POLR3B","AMEX60DD006536","Polr3b.1","cg22951451",2076
